,EXT_SOURCE_2,EXT_SOURCE_3,CREDIT_TO_ANNUITY_RATIO,DAYS_BIRTH,PROPORTION_LIFE_EMPLOYED,CREDIT_TO_ANNUITY_RATIO_BY_AGE,DAYS_ID_PUBLISH,DAYS_REGISTRATION,DAYS_EMPLOYED,DAYS_LAST_PHONE_CHANGE,INCOME_TO_ANNUITY_RATIO_BY_AGE,AMT_ANNUITY,INCOME_TO_ANNUITY_RATIO,INCOME_TO_CREDIT_RATIO,AMT_CREDIT,REGION_POPULATION_RELATIVE,AMT_GOODS_PRICE,INCOME_TO_FAMILYSIZE_RATIO,AMT_INCOME_TOTAL,HOUR_APPR_PROCESS_START,AMT_REQ_CREDIT_BUREAU_YEAR,OBS_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,CNT_FAM_MEMBERS,AMT_REQ_CREDIT_BUREAU_QRT
192703,0.741886389505932,0.5108556388496169,23.532086390410253,-14583,0.1634886951459538,-343168.41583135264,-4486,-8735.0,-2384.155641313444,-2156.0,-135175.6846129999,43546.5,9.269401674072544,0.39390479536272616,1024740.0,0.072508,900000.0,201825.0,403650.0,16,3.0,0.0,0.0,2.0,2.0
103700,0.5070974372595088,0.5108556388496169,18.377578001057643,-9758,0.06989137118261939,-179328.40613432048,-2427,-4354.0,-682.0,-217.0,-98044.4209413009,42547.5,10.047593865679534,0.546731123388582,781920.0,0.072508,675000.0,427500.0,427500.0,17,1.8999537571385068,4.0,4.0,1.0,0.26547538037573265
239084,0.6983146802065276,0.5108556388496169,20.0,-16918,0.31753162312330063,-338360.0,-473,-1574.0,-5372.0,-158.0,-116888.0,61875.0,6.909090909090909,0.34545454545454546,1237500.0,0.01885,1237500.0,213750.0,427500.0,11,1.8999537571385068,0.0,0.0,2.0,0.26547538037573265
111224,0.4010878156287523,0.16640554618393638,8.3901571301512,-13087,0.22617865056926725,-109801.98636228876,-5152,-5132.0,-2960.0,0.0,-38799.28846723985,30357.0,2.964719833975689,0.353356890459364,254700.0,0.020713,225000.0,22500.0,90000.0,7,1.0,3.0,3.0,4.0,0.0
162412,0.3942263602885841,0.39449540531239935,26.083295608872792,-23252,0.10253550839985567,-606488.7894975102,-4169,-13598.0,-2384.155641313444,-1822.0,-94734.26889995474,19881.0,4.074241738343142,0.15620118712902215,518562.0,0.020713,463500.0,81000.0,81000.0,13,2.0,7.0,7.0,1.0,0.0
21738,0.2117171284507686,0.5108556388496169,19.52417962003454,-14054,0.1869930268962573,-274392.8203799654,-4467,-2684.0,-2628.0,-4.0,-93046.05641911342,15633.0,6.620610247553254,0.33909799932180396,305221.5,0.020246,252000.0,51750.0,103500.0,10,0.0,0.0,0.0,2.0,0.0
109882,0.6873513005170421,0.5262949398096192,20.0,-22971,0.10378980633465866,-459420.0,-5073,-12453.0,-2384.155641313444,-175.0,-229710.0,13500.0,10.0,0.5,270000.0,0.006629,270000.0,67500.0,135000.0,2,0.0,1.0,1.0,2.0,0.0
25133,0.7252391098088997,0.5108556388496169,26.255072002545948,-19757,0.12067397081102615,-518721.4575543003,-3300,-4555.0,-2384.155641313444,-1542.0,-141469.48842390007,56560.5,7.160474182512531,0.2727272727272727,1485000.0,0.026392000000000002,1485000.0,202500.0,405000.0,10,2.0,0.0,0.0,2.0,0.0
73498,0.6097182574139723,0.5656079814115492,21.42968180714112,-17394,0.616304472806715,-372747.8853534127,-939,-7176.0,-10720.0,-2.0,-105623.02647558901,18526.5,6.0723828030119025,0.2833631809217237,397017.0,0.00733,301500.0,112500.0,112500.0,17,0.0,1.0,1.0,1.0,0.0
106414,0.20861358491010293,0.3344541255096772,30.998140111593305,-19967,0.2522161566584865,-618939.8636081836,-3506,-5194.0,-5036.0,-1703.0,-90777.8466625336,21775.5,4.5463938830336845,0.14666666666666667,675000.0,0.016612000000000002,675000.0,49500.0,99000.0,22,1.0,1.0,1.0,2.0,0.0
262824,0.6572911920664802,0.10684194768082178,28.142324362463466,-16158,0.02822131451912365,-454723.6770486846,-3884,-1843.0,-456.0,-911.0,-97719.98790444512,44644.5,6.047777441790142,0.2148997134670487,1256400.0,0.010032,900000.0,135000.0,270000.0,8,0.0,1.0,1.0,2.0,0.0
274986,0.7419617563331398,0.3893387918468769,12.628693268352118,-19162,0.10432105208224612,-241991.02040816328,-2713,-5745.0,-1999.0,-351.0,-80255.10204081633,59094.0,4.188242461163569,0.3316449589966233,746280.0,0.072508,675000.0,123750.0,247500.0,11,6.0,0.0,0.0,2.0,0.0
265805,0.6680834761157887,0.4083588531230431,34.087035564140436,-17232,0.0880338904363974,-587387.796841268,-766,-8869.0,-1517.0,-1015.0,-97897.96614021133,39604.5,5.6811725940234075,0.16666666666666666,1350000.0,0.008625,1350000.0,112500.0,225000.0,14,1.0,0.0,0.0,2.0,0.0
175000,0.4004576253835608,0.5406544504453575,10.042036431574033,-17483,0.030658353829434312,-175564.9229332088,-1037,-3297.0,-536.0,-1419.0,-57160.67258290519,19269.0,3.2695002335357315,0.32558139534883723,193500.0,0.015221,193500.0,63000.0,63000.0,8,0.0,0.0,0.0,1.0,0.0
187984,0.3936364016996018,0.7076993447402619,20.0,-15221,0.045332106957492936,-304420.0,-5091,-453.0,-690.0,-490.0,-111620.66666666666,33750.0,7.333333333333332,0.36666666666666653,675000.0,0.0228,675000.0,82500.0,247500.0,13,1.0,2.0,2.0,3.0,0.0
77125,0.6573798524207403,0.7969726818373722,9.373828271466069,-14328,0.15096314907872696,-134308.2114735658,-3986,-2750.0,-2163.0,-1711.0,-94015.74803149607,24003.0,6.561679790026248,0.7,225000.0,0.026392000000000002,225000.0,78750.0,157500.0,18,0.0,0.0,0.0,2.0,0.0
219157,0.21893616817383665,0.7295666907060153,20.0,-18598,0.009086998602000214,-371960.0,-2149,-5510.0,-169.0,-133.0,-232475.0,9000.0,12.5,0.625,180000.0,0.019688999999999998,180000.0,112500.0,112500.0,11,1.0,0.0,0.0,1.0,0.0
69461,0.5446944112273626,0.6848276586890367,20.0,-9997,0.13083925177553266,-199940.0,-1873,-9046.0,-1308.0,-1940.0,-114965.5,9000.0,11.5,0.575,180000.0,0.010147,538397.7244888991,51750.0,103500.0,10,2.0,7.0,7.0,2.0,0.0
131628,0.4985258259955066,0.2807895743848605,34.05890071438986,-11684,0.055888394385484416,-397944.195946931,-4246,-2609.0,-653.0,-27.0,-80062.39976672985,30865.5,6.852310832482869,0.20119001755061852,1051245.0,0.004849,877500.0,52875.0,211500.0,15,2.0,3.0,3.0,4.0,0.0
99571,0.5732254208848316,0.5108556388496169,20.0,-17616,0.0976952770208901,-352320.0,-1180,-5527.0,-1721.0,0.0,-117440.0,6750.0,6.666666666666668,0.3333333333333333,135000.0,0.020246,135000.0,22500.0,45000.0,6,1.8999537571385068,1.0,1.0,2.0,0.26547538037573265
127711,0.5854447253369133,0.6212263380626669,23.67015706806283,-17452,0.0206280082512033,-413091.5811518325,-993,-7061.0,-360.0,-1612.0,-106600.34904013963,25785.0,6.108202443280977,0.25805500258055003,610335.0,0.020713,463500.0,52500.0,157500.0,8,0.0,3.0,3.0,3.0,0.0
172248,0.040646569172482536,0.5108556388496169,12.541575149042988,-20182,0.11813277382387495,-253114.0696579856,-3386,-9616.0,-2384.155641313444,-95.0,-177312.8333856291,14341.5,8.785691873235017,0.7005253940455342,179865.0,0.031329,148500.0,42000.0,126000.0,15,5.0,1.0,1.0,3.0,0.0
222155,0.5322881100234927,0.4866531565147181,18.190086402910413,-12502,0.04327307630779075,-227412.460209186,-2704,-3553.0,-541.0,-325.0,-125076.85311505226,9895.5,10.004547521600728,0.55,180000.0,0.018209,180000.0,49500.0,99000.0,8,0.0,0.0,0.0,2.0,0.0
95294,0.2908339964847785,0.5108556388496169,13.754258460140813,-17271,0.0671067106710671,-237549.797865092,-809,-8790.0,-1159.0,-492.0,-88257.43811037928,39627.0,5.110152168975699,0.37153236459709377,545040.0,0.01885,450000.0,101250.0,202500.0,12,1.8999537571385068,17.0,17.0,2.0,0.26547538037573265
67036,0.6671323704571803,0.3672910183026313,18.723108952116586,-15312,0.4009273772204807,-286688.24427480914,-4045,-3842.0,-6139.0,-2295.0,-63755.725190839694,51876.0,4.163775156141568,0.2223869532987398,971280.0,0.016612000000000002,900000.0,72000.0,216000.0,10,1.0,0.0,0.0,3.0,0.0
9186,0.2742064814466821,0.4365064990977374,17.864516129032253,-9809,0.011825874197165869,-175233.0387096774,-2495,-4649.0,-116.0,0.0,-62451.18845500849,53010.0,6.366723259762309,0.35638934823515994,946998.0,0.01885,877500.0,84375.0,337500.0,12,1.0,0.0,0.0,4.0,1.0
235615,0.6446924928442427,0.11987796089553485,20.44097721207144,-13121,0.10448898711988416,-268206.06199958944,-3601,-6275.0,-1371.0,-729.0,-40405.46089098748,21919.5,3.0794498049681787,0.15065081150570464,448056.0,0.02461,315000.0,22500.0,67500.0,12,3.0,12.0,11.0,3.0,0.0
187946,0.6136812966798733,0.5656079814115492,23.53746671738304,-21322,0.11181669830754357,-501865.8653480411,-4590,-1404.0,-2384.155641313444,-1325.0,-101378.85127424877,47322.0,4.754659566375048,0.2020038784744667,1113840.0,0.04622,900000.0,112500.0,225000.0,15,2.0,0.0,0.0,2.0,1.0
19736,0.7656241519276733,0.7850520263728172,30.86225185634187,-15048,0.5153508771929824,-464415.1659342325,-3975,-7552.0,-7755.0,-2356.0,-91213.82027579936,29695.5,6.061524473405062,0.1964057743297653,916470.0,0.008865999999999999,765000.0,45000.0,180000.0,12,2.0,0.0,0.0,4.0,0.0
160115,0.4510013210452314,0.6577838002083306,20.0,-17438,0.062335130175478835,-348760.0,-943,-1084.0,-1087.0,-303.0,-435950.0,9000.0,25.0,1.25,180000.0,0.014519999999999996,180000.0,225000.0,225000.0,15,0.0,0.0,0.0,1.0,0.0
100920,0.5182914167052346,0.35895122857839673,34.07502569373073,-14402,0.09158450215247882,-490748.52004111,-3918,-7323.0,-1319.0,0.0,-77708.63309352519,35028.0,5.395683453237409,0.15834715729150958,1193580.0,0.008625,855000.0,63000.0,189000.0,12,3.0,0.0,0.0,3.0,1.0
156956,0.7511055454277231,0.6769925032909132,25.215552301935908,-14361,0.13230276443144628,-362120.54660810146,-163,-8170.0,-1900.0,0.0,-93450.46364080039,27661.5,6.507239303725394,0.25806451612903225,697500.0,0.006629,697500.0,45000.0,180000.0,9,1.0,0.0,0.0,4.0,0.0
119167,0.2394425879383585,0.5954562029091491,19.529342837613516,-15130,0.011235955056179777,-295478.95713309245,-4743,-6206.0,-170.0,0.0,-72392.34449760767,46084.5,4.784688995215312,0.245,900000.0,0.028663,900000.0,110250.0,220500.0,10,0.0,0.0,0.0,2.0,0.0
65834,0.3474367290212039,0.3001077565791181,14.728544183089635,-9822,0.13683567501527186,-144663.7609663064,-2495,-4651.0,-1344.0,-1358.0,-99905.91226954863,35392.5,10.1716465352829,0.6906077348066298,521280.0,0.010643000000000001,450000.0,360000.0,360000.0,17,1.0,2.0,2.0,1.0,0.0
153554,0.15692584684947247,0.6512602186973006,20.0,-13084,0.09301436869458883,-261680.0,-3720,-6936.0,-1217.0,-630.0,-157008.0,11250.0,12.0,0.6,225000.0,0.015221,405000.0,33750.0,135000.0,13,2.0,0.0,0.0,4.0,0.0
184,0.5002314931327102,0.5108556388496169,15.290516017042766,-10127,0.010960797867087984,-154847.05570459206,-337,-1724.0,-111.0,-130.0,-71913.36594603125,28516.5,7.1011519646520425,0.4644154557463672,436032.0,0.032561,360000.0,67500.0,202500.0,14,1.8999537571385068,0.0,0.0,3.0,0.26547538037573265
7836,0.5562305738778408,0.5478104658520093,20.0,-12430,0.14271922767497988,-248600.0,-2442,-666.0,-1774.0,-152.0,-24860.0,67500.0,2.0,0.1,1350000.0,0.031329,1350000.0,33750.0,135000.0,12,1.0,3.0,3.0,4.0,1.0
5094,0.5675078430375975,0.6754132910917112,9.993504222255538,-14042,0.18936048995869534,-140328.7862889122,-4539,-2282.0,-2659.0,-1660.0,-56131.514515564886,90058.5,3.9974016889022135,0.4,900000.0,0.028663,900000.0,180000.0,360000.0,13,2.0,1.0,1.0,2.0,0.0
190244,0.5646825129942302,0.4311917977993083,15.563553703352909,-11539,0.3111188144553254,-179587.84618298922,-1849,-295.0,-3590.0,-1571.0,-135521.5002841447,23755.5,11.744648607690849,0.7546251217137293,369720.0,0.035792000000000004,292500.0,139500.0,279000.0,11,1.0,5.0,5.0,2.0,0.0
34409,0.6454234798835241,0.8128226070575616,19.31489841986456,-17836,0.02679973088136353,-344500.52821670426,-1298,-38.0,-478.0,-150.0,-86275.39503386004,27909.0,4.837149306675267,0.2504361763404596,539059.5,0.035792000000000004,499500.0,135000.0,135000.0,13,0.0,0.0,0.0,1.0,2.0
75980,0.5293090732983949,0.5549467685334323,20.0,-14376,0.06218697829716194,-287520.0,-3800,-389.0,-894.0,-715.0,-111813.33333333331,20250.0,7.777777777777778,0.3888888888888889,405000.0,0.002042,405000.0,78750.0,157500.0,15,0.0,1.0,1.0,2.0,0.0
216397,0.464869457145385,0.3893387918468769,30.844490216271893,-11112,0.14380849532037435,-342743.9752832132,-3666,-10501.0,-1598.0,-1598.0,-123975.28321318227,26217.0,11.156882938551323,0.3617139677239844,808650.0,0.018634,675000.0,292500.0,292500.0,17,1.0,0.0,0.0,1.0,0.0
56676,0.6423849780333304,0.4365064990977374,22.608601841196776,-23647,0.036029940372986,-534625.6077387802,-4683,-6120.0,-852.0,-643.0,-159868.95857307248,31284.0,6.760644418872267,0.2990297439160172,707287.5,0.030755,562500.0,105750.0,211500.0,18,7.0,0.0,0.0,2.0,0.0
269010,0.6226620335834411,0.5108556388496169,9.523809523809524,-15386,0.2754452099311062,-146533.33333333337,-4850,-5651.0,-4238.0,0.0,-73266.66666666669,16065.0,4.761904761904762,0.5,153000.0,0.009175,153000.0,25500.0,76500.0,13,1.0,0.0,0.0,3.0,0.0
258180,0.7007185956626218,0.4974688893052743,34.19972640218878,-13050,0.030268199233716483,-446306.4295485636,-78,-2989.0,-395.0,-1939.0,-133891.92886456908,26316.0,10.259917920656637,0.3,900000.0,0.035792000000000004,900000.0,135000.0,270000.0,9,0.0,0.0,0.0,2.0,0.0
158890,0.7046793757551191,0.29708661164720285,15.606251122687265,-10831,0.041639737789677785,-169031.30590982578,-1872,-78.0,-451.0,0.0,-63231.09394647028,50103.0,5.837973774025508,0.3740791896869245,781920.0,0.00963,675000.0,146250.0,292500.0,15,0.0,0.0,0.0,2.0,0.0
238723,0.7663414808940043,0.3723336657058204,23.52955133735979,-17687,0.016848532820715783,-416167.17450388265,-1217,-9164.0,-298.0,-404.0,-127807.26919758412,41724.0,7.226056945642796,0.3071055984892238,981747.0,0.018634,877500.0,150750.0,301500.0,12,2.0,0.0,0.0,2.0,0.0
18906,0.7464036302679987,0.7352209993926424,37.716138328530256,-22234,0.5719168840514527,-838580.6195965417,-4351,-9862.0,-12716.0,-1438.0,-240280.9798270893,24984.0,10.806916426512966,0.28653295128939826,942300.0,0.02461,675000.0,135000.0,270000.0,13,2.0,0.0,0.0,2.0,1.0
207148,0.40983817265628464,0.5691487713619409,10.868383871318333,-23286,0.10238579581351216,-253081.18682751874,-4356,-1420.0,-2384.155641313444,-294.0,-151848.71209651124,41404.5,6.521030322791001,0.6,450000.0,0.035792000000000004,450000.0,270000.0,270000.0,10,0.0,0.0,0.0,1.0,1.0
9877,0.5836072395109638,0.5814837058057234,34.0161714930425,-17773,0.06847465256287627,-604569.4159458444,-1290,-3530.0,-1217.0,-373.0,-150392.06468597215,23931.0,8.461827754795035,0.2487589691428319,814041.0,0.035792000000000004,679500.0,202500.0,202500.0,11,1.0,0.0,0.0,1.0,0.0
301442,0.020398793633453274,0.5602843280409464,21.450997030123037,-10945,0.3758793969849246,-234781.16249469665,-279,-5155.0,-4114.0,-1862.0,-92872.29529062368,10606.5,8.485362749257531,0.39556962025316456,227520.0,0.020246,180000.0,22500.0,90000.0,16,3.0,0.0,0.0,4.0,0.0
161869,0.08640124762239274,0.7583930617144343,12.658495350803044,-12659,0.23856544750770206,-160243.89264581574,-4021,-6784.0,-3020.0,-265.0,-93631.65680473374,21294.0,7.396449704142013,0.5843071786310517,269550.0,0.00963,225000.0,78750.0,157500.0,11,2.0,0.0,0.0,2.0,0.0
217127,0.4889878699749645,0.4066174366275036,20.0,-7741,0.028678465314558838,-154820.0,-118,-7741.0,-222.0,-630.0,-181913.5,9000.0,23.5,1.175,180000.0,0.031329,180000.0,211500.0,211500.0,14,0.0,0.0,0.0,1.0,0.0
19921,0.6038956808069772,0.3740208032583212,20.0,-12920,0.007739938080495356,-258400.0,-4363,-5986.0,-100.0,-564.0,-129200.0,9000.0,10.0,0.5,180000.0,0.00496,538397.7244888991,90000.0,90000.0,18,1.0,2.0,2.0,1.0,2.0
300918,0.5266386858890758,0.5108556388496169,16.34580457682528,-15213,0.3082232301321238,-248668.725027243,-4462,-6321.0,-4689.0,-2220.0,-110519.43334544133,24777.0,7.2648020341445685,0.4444444444444444,405000.0,0.035792000000000004,405000.0,90000.0,180000.0,13,3.0,1.0,1.0,2.0,0.0
84523,0.7618321582720342,0.6832688314232291,20.0,-10289,0.14413451258625715,-205780.0,-2975,-10104.0,-1483.0,-261.0,-102890.0,13500.0,10.0,0.5,270000.0,0.011703,270000.0,45000.0,135000.0,15,2.0,0.0,0.0,3.0,0.0
198365,0.4955683472606134,0.4596904504249018,25.5584035151959,-18438,0.0840655168673392,-471245.84401318204,-1961,-9133.0,-1550.0,-3355.0,-236298.05931893078,12289.5,12.815818381545222,0.501432664756447,314100.0,0.018801,225000.0,157500.0,157500.0,7,7.0,5.0,5.0,1.0,0.0
242861,0.04373642460524845,0.2366108235287817,20.0,-14121,0.022023935981870968,-282420.0,-4346,-7987.0,-311.0,-1541.0,-200047.5,27000.0,14.166666666666664,0.7083333333333334,540000.0,0.019101,540000.0,76500.0,382500.0,16,5.0,0.0,0.0,5.0,0.0
147166,0.7207369987419064,0.646329897706246,19.474196689386567,-21559,0.1105874874211904,-419844.2064264849,-4663,-5758.0,-2384.155641313444,-988.0,-159540.79844206426,23107.5,7.400194741966894,0.38,450000.0,0.026392000000000002,450000.0,85500.0,171000.0,16,7.0,10.0,10.0,2.0,0.0
25241,0.6866930169376606,0.19633396621345675,21.58215638994144,-22183,0.09692106568092684,-478756.9751980709,-5118,-9885.0,-2150.0,-1932.0,-179573.02790217014,26127.0,8.09507406131588,0.3750817997542017,563877.0,0.072508,504000.0,211500.0,211500.0,13,3.0,0.0,0.0,1.0,0.0
216780,0.5488670465616536,0.7394117535524816,18.384042650978948,-13759,0.060978268769532676,-252946.04283481932,-4471,-7325.0,-839.0,-308.0,-65765.97113705304,48955.5,4.779851089254527,0.26,900000.0,0.026392000000000002,900000.0,78000.0,234000.0,18,3.0,2.0,2.0,3.0,0.0
288232,0.7156696520274625,0.6910212267577837,31.672460409424485,-21812,0.1093047699116745,-690839.7064503669,-3991,-7572.0,-2384.155641313444,-1602.0,-74138.89532638085,23301.0,3.3989957512553106,0.1073170731707317,738000.0,0.02461,738000.0,79200.0,79200.0,10,0.0,0.0,0.0,1.0,0.0
264754,0.6678264242222628,0.2735646775174348,20.435875765899006,-15599,0.022245015706135008,-318779.2260722586,-1031,-6005.0,-347.0,-2054.0,-197747.7287132897,21298.5,12.676949080921192,0.6203281535932508,435253.5,0.020713,306000.0,270000.0,270000.0,12,3.0,3.0,3.0,1.0,1.0
283748,0.6243355108871944,0.07446068789567313,34.08203125,-10404,0.020569011918492888,-354589.453125,-3011,-178.0,-214.0,-1916.0,-50800.78125,36864.0,4.8828125,0.14326647564469913,1256400.0,0.032561,900000.0,60000.0,180000.0,15,2.0,0.0,0.0,3.0,0.0
83064,0.5543081419873784,0.6940926425266661,30.861354214647626,-12074,0.3345204571807189,-372619.99078765546,-2424,-1529.0,-4039.0,-169.0,-42638.108398587436,29308.5,3.5313987409795797,0.11442786069651742,904500.0,0.006296,904500.0,25875.0,103500.0,12,5.0,0.0,0.0,4.0,1.0
212685,0.6418472778395634,0.6006575372857061,21.317416329140908,-16865,0.0843166320782686,-359518.2263909615,-395,-927.0,-1422.0,-1439.0,-143807.29055638454,21109.5,8.526966531656361,0.4,450000.0,0.026392000000000002,450000.0,90000.0,180000.0,14,5.0,7.0,7.0,2.0,0.0
14475,0.6001023850319552,0.5108556388496169,9.248013383521537,-20256,0.11770120662092436,-187327.75909661225,-3697,-11281.0,-2384.155641313444,-258.0,-70598.07611877876,32278.5,3.4852920674752546,0.3768692715870719,298512.0,0.018801,270000.0,112500.0,112500.0,7,0.0,2.0,2.0,1.0,0.0
18770,0.16730120103510415,0.4241303111942548,20.713404097753642,-13343,0.18106872517424866,-276378.9508763268,-4945,-3386.0,-2416.0,-864.0,-65875.09256973586,36459.0,4.937052579609973,0.23835061375283045,755190.0,0.019101,675000.0,45000.0,180000.0,13,9.0,8.0,8.0,4.0,0.0
102026,0.6739437794014859,0.6363761710860439,21.45002145002145,-12523,0.04439830711490857,-268618.6186186186,-2798,-6235.0,-556.0,-1701.0,-59096.096096096095,20979.0,4.719004719004719,0.22,450000.0,0.035792000000000004,450000.0,49500.0,99000.0,13,2.0,0.0,0.0,2.0,0.0
298980,0.7068545174894872,0.8128226070575616,23.602033405954966,-22286,0.10697997134135527,-525994.9164851125,-4611,-10854.0,-2384.155641313444,-1026.0,-121383.4422657952,24786.0,5.446623093681917,0.2307692307692308,585000.0,0.028663,585000.0,67500.0,135000.0,11,2.0,16.0,16.0,2.0,1.0
274271,0.3850270065935933,0.8357765157975799,10.082359701206665,-16046,0.005858157796335535,-161781.54376556215,-4388,-10081.0,-94.0,0.0,-46100.36391495882,46989.0,2.873012832790653,0.28495440729483285,473760.0,0.011656999999999999,450000.0,45000.0,135000.0,18,1.0,1.0,1.0,3.0,0.0
210819,0.6259599458242607,0.5989262182569273,26.359085963003263,-21047,0.014063762056350073,-554779.6822633296,-4326,-6391.0,-296.0,-2483.0,-100769.09684439607,20677.5,4.787812840043525,0.18163804491413474,545040.0,0.006670999999999999,450000.0,99000.0,99000.0,13,4.0,5.0,5.0,1.0,0.0
133967,0.7341068252839814,0.5108556388496169,19.57330201605011,-22816,0.08217917251051893,-446584.4587981993,-4278,-7753.0,-1875.0,0.0,-76624.96144059503,22990.5,3.3583871599138773,0.17157999999999998,450000.0,0.015221,450000.0,38605.5,77211.0,14,1.8999537571385068,0.0,0.0,2.0,0.26547538037573265
202255,0.7015708752387015,0.3490552510751822,34.03096818104475,-19603,0.08111003417844208,-667109.0692530202,-3148,-7860.0,-1590.0,-903.0,-166777.26731325506,26446.5,8.507742045261187,0.25,900000.0,0.008625,900000.0,112500.0,225000.0,13,1.0,0.0,0.0,2.0,0.0
202058,0.6918308349034564,0.5726825047161584,11.653169204189613,-13831,0.16152122044682235,-161174.98326314654,-4473,-182.0,-2234.0,-940.0,-74673.36140805528,41674.5,5.3989849908217264,0.4633061527057079,485640.0,0.010556,450000.0,75000.0,225000.0,17,1.0,0.0,0.0,3.0,0.0
196152,0.574995206788103,0.6296742509538716,37.65591903977406,-12930,0.02242846094354215,-486891.0331842786,-4887,-299.0,-290.0,-1278.0,-121722.75829606965,19120.5,9.413979759943516,0.25,720000.0,0.019688999999999998,720000.0,90000.0,180000.0,15,2.0,1.0,1.0,2.0,0.0
191031,0.3454117181903106,0.2650494299443805,22.36929460580913,-22113,0.10781692404076534,-494652.21161825716,-4289,-9645.0,-2384.155641313444,-670.0,-286734.9585062241,8676.0,12.966804979253114,0.5796698200704878,194076.0,0.008473999999999999,162000.0,56250.0,112500.0,9,5.0,0.0,0.0,2.0,1.0
187855,0.4609278020333941,0.5108556388496169,32.89415094339623,-17587,0.3828964576107352,-578509.4326415096,-1125,-3286.0,-6734.0,0.0,-44797.07547169812,47700.0,2.547169811320755,0.07743534148985598,1569051.0,0.0038130000000000004,1354500.0,60750.0,121500.0,6,2.0,1.0,1.0,2.0,1.0
86803,0.6747937371946119,0.7136313997323308,20.0,-20804,0.2952316862141896,-416080.0,-4234,-9393.0,-6142.0,-1326.0,-144027.6923076923,29250.0,6.9230769230769225,0.3461538461538461,585000.0,0.019101,585000.0,202500.0,202500.0,16,4.0,1.0,1.0,1.0,0.0
250721,0.07653055165540942,0.5108556388496169,20.785699438786114,-20076,0.15252042239489938,-417293.70193307,-3458,-9517.0,-3062.0,-1828.0,-125188.11057992102,21649.5,6.235709831635835,0.3,450000.0,0.020246,450000.0,67500.0,135000.0,10,1.8999537571385068,2.0,2.0,2.0,0.26547538037573265
282156,0.6366633069959248,0.6738300778602003,30.836550836550842,-19697,0.3909732446565467,-607387.5418275419,-3238,-7686.0,-7701.0,-2065.0,-72428.75528589814,24475.5,3.677146534289392,0.11924636298592893,754740.0,0.022625,630000.0,90000.0,90000.0,13,0.0,2.0,2.0,1.0,0.0
1020,0.4860758347704552,0.12373532211307872,12.626262626262625,-14328,0.04410943606923506,-180909.0909090909,-602,-1799.0,-632.0,-1072.0,-60303.030303030304,53460.0,4.2087542087542085,0.3333333333333333,675000.0,0.015221,675000.0,56250.0,225000.0,13,3.0,3.0,3.0,4.0,0.0
7721,0.7787165438769589,0.6832688314232291,28.110730593607308,-13642,0.2221814983140302,-383486.58675799094,-2044,-585.0,-3031.0,-1820.0,-136264.26940639268,31536.0,9.988584474885844,0.3553299492385787,886500.0,0.003540999999999999,886500.0,78750.0,315000.0,16,1.0,0.0,0.0,4.0,0.0
36835,0.7734651157659522,0.2678689358444539,19.09854851031321,-11701,0.2847619861550295,-223472.11611917493,-3948,-2830.0,-3332.0,-1668.0,-53633.307868602,23562.0,4.583651642475171,0.24,450000.0,0.028663,450000.0,108000.0,108000.0,10,0.0,0.0,0.0,1.0,0.0
167386,0.27748694423822445,0.6785676886853644,15.253572293533542,-15765,0.13022518236600064,-240472.56720755628,-4529,-16.0,-2053.0,-632.0,-76362.31533058852,18580.5,4.8437878420925164,0.31755104633069764,283419.0,0.030755,234000.0,45000.0,90000.0,14,1.0,0.0,0.0,2.0,0.0
158403,0.6016285093253819,0.6738300778602003,18.3225,-19681,0.19729688532086784,-360605.12250000006,-3211,-9140.0,-3883.0,-307.0,-123006.25,21600.0,6.25,0.34111065629690274,395766.0,0.031329,283500.0,67500.0,135000.0,10,0.0,0.0,0.0,2.0,1.0
198462,0.7344268339008476,0.6832688314232291,20.0,-12933,0.07074924611459059,-258660.0,-1896,-1874.0,-915.0,-2318.0,-143700.0,20250.0,11.111111111111109,0.5555555555555556,405000.0,0.072508,405000.0,112500.0,225000.0,15,3.0,1.422204748045575,1.4052511713498907,2.0,0.0
90047,0.1825593898538089,0.4830501881366946,13.743507692307693,-16740,0.08960573476702509,-230066.31876923077,-254,-1947.0,-1500.0,-669.0,-105075.69230769233,36562.5,6.276923076923077,0.45671914459190793,502497.0,0.04622,454500.0,229500.0,229500.0,11,2.0,0.0,0.0,1.0,1.0
196149,0.3551256437854799,0.2622489709189549,9.158949880668258,-18002,0.0482168647928008,-164879.41575179,-1548,-5885.0,-868.0,0.0,-360899.2840095465,9427.5,20.04773269689737,2.1888680425265794,86346.0,0.035792000000000004,81000.0,94500.0,189000.0,9,2.0,3.0,3.0,2.0,0.0
137314,0.3126566370346845,0.3910549766342248,28.077352175529942,-8617,0.1377509574097714,-241942.54369654148,-1047,-2382.0,-1187.0,-168.0,-64090.740052063964,24201.0,7.437709185570843,0.26490066225165565,679500.0,0.0228,679500.0,90000.0,180000.0,12,0.0,0.0,0.0,2.0,0.0
219486,0.7126744382856682,0.7380196196295241,9.477990508918344,-11330,0.3489849955869373,-107385.63246604484,-3659,-5451.0,-3954.0,-1092.0,-63037.146129929635,27499.5,5.563737522500409,0.5870165745856354,260640.0,0.00823,225000.0,51000.0,153000.0,12,3.0,0.0,0.0,3.0,0.0
